Id,SalePrice
1461,117117.64
1462,152527.38
1463,166748.32
1464,179768.93
1465,196965.26
1466,169345.63
1467,178091.11
1468,161548.99
1469,207512.5
1470,109731.04
1471,181133.56
1472,99961.93
1473,92579.37
1474,141301.24
1475,110942.38
1476,354037.86
1477,247429.61
1478,323940.75
1479,312037.19
1480,455271.63
1481,307161.11
1482,217337.51
1483,177016.56
1484,164569.81
1485,195996.54
1486,200524.44
1487,324904.02
1488,230535.45
1489,190555.63
1490,245671.68
1491,203759.28
1492,95726.89
1493,209562.72
1494,294419.58
1495,280589.03
1496,234923.51
1497,174978.68
1498,156031.06
1499,157948.32
1500,149250.94
1501,190650.48
1502,147205.33
1503,267915.02
1504,240211.63
1505,223091.42
1506,192133.18
1507,244583.85
1508,187781.75
1509,160743.37
1510,146680.9
1511,147758.18
1512,174388.73
1513,163643.35
1514,148028.2
1515,195166.45
1516,158607.19
1517,171959.64
1518,122449.85
1519,218358.65
1520,122907.82
1521,124399.31
1522,192672.01
1523,97657.45
1524,119326.57
1525,109377.99
1526,104922.83
1527,93535.43
1528,143990.68
1529,146824.14
1530,211939.38
1531,137397.51
1532,96395.34
1533,155796.61
1534,129662.07
1535,155156.29
1536,101943.77
1537,40463.16
1538,169142.94
1539,208085.45
1540,128928.5
1541,131864.6
1542,147162.05
1543,178668.49
1544,93514.35
1545,130496.99
1546,142235.56
1547,141307.99
1548,142652.4
1549,116308.03
1550,138641.81
1551,118186.73
1552,143574.68
1553,151721.27
1554,122932.39
1555,162087.48
1556,74788.34
1557,94710.72
1558,97070.34
1559,89608.59
1560,130725.39
1561,107861.06
1562,129723.91
1563,122089.05
1564,147764.81
1565,146364.87
1566,250286.06
1567,76640.15
1568,227104.05
1569,115187.64
1570,141754.97
1571,106853.85
1572,142530.01
1573,236189.48
1574,121847.91
1575,237842.08
1576,231451.71
1577,180781.23
1578,140211.13
1579,129699.74
1580,190805.21
1581,159863.07
1582,132786.7
1583,275625.42
1584,227061.97
1585,144581.65
1586,47638.97
1587,116177.13
1588,167167.38
1589,103936.74
1590,133899.51
1591,89196.37
1592,118135.25
1593,132929.53
1594,135048.86
1595,113242.97
1596,224164.57
1597,186837.88
1598,210800.97
1599,202031.8
1600,179046.51
1601,35927.07
1602,122957.64
1603,78713.16
1604,297156.89
1605,239560.57
1606,158396.46
1607,164048.06
1608,208750.7
1609,180363.0
1610,152002.51
1611,136528.7
1612,194026.8
1613,164410.71
1614,151071.73
1615,83654.1
1616,67941.37
1617,85704.25
1618,117532.51
1619,152049.71
1620,157215.32
1621,132407.77
1622,142082.18
1623,266942.64
1624,213925.52
1625,109729.55
1626,178027.45
1627,180595.01
1628,280530.72
1629,175668.38
1630,323327.55
1631,221187.29
1632,232014.13
1633,183571.64
1634,187103.45
1635,173257.72
1636,148125.78
1637,183839.5
1638,205033.44
1639,180923.39
1640,244616.52
1641,174624.44
1642,254536.1
1643,225279.37
1644,227743.58
1645,213056.66
1646,159918.22
1647,156085.64
1648,125358.49
1649,130444.96
1650,117228.0
1651,117376.71
1652,103953.31
1653,105402.8
1654,144329.49
1655,128738.3
1656,132353.58
1657,145078.37
1658,144352.01
1659,119282.58
1660,148154.12
1661,417026.77
1662,364532.75
1663,377223.98
1664,460897.33
1665,333840.48
1666,331330.17
1667,364735.79
1668,357453.27
1669,319388.79
1670,356846.08
1671,266911.6
1672,397790.72
1673,288645.28
1674,255627.57
1675,204190.48
1676,199519.93
1677,215773.07
1678,452544.65
1679,379191.87
1680,320974.75
1681,291964.83
1682,329343.46
1683,200298.9
1684,188167.26
1685,182901.63
1686,167338.85
1687,187426.67
1688,192520.93
1689,203622.43
1690,200244.79
1691,190597.37
1692,273321.31
1693,188537.9
1694,178459.16
1695,175234.08
1696,256591.59
1697,178730.83
1698,328768.65
1699,307342.57
1700,260715.56
1701,278463.41
1702,249795.93
1703,240516.16
1704,266906.92
1705,262460.49
1706,406607.91
1707,227889.78
1708,211463.72
1709,255081.52
1710,218751.17
1711,278251.11
1712,245740.08
1713,269630.91
1714,221828.6
1715,208430.17
1716,189540.46
1717,188054.81
1718,140680.83
1719,233340.72
1720,234520.05
1721,183563.89
1722,132284.21
1723,163094.35
1724,200096.27
1725,229920.15
1726,190610.4
1727,147011.38
1728,193736.51
1729,158691.82
1730,166835.44
1731,129038.56
1732,133154.53
1733,107725.63
1734,116087.19
1735,140613.25
1736,108150.87
1737,294226.81
1738,248325.13
1739,257765.82
1740,197533.25
1741,183036.65
1742,171307.67
1743,181238.78
1744,317856.97
1745,228737.94
1746,236551.55
1747,217951.94
1748,231472.48
1749,148671.02
1750,143725.04
1751,245283.63
1752,101538.52
1753,155192.33
1754,204144.69
1755,163857.45
1756,124389.08
1757,116046.31
1758,141856.29
1759,158681.23
1760,158094.62
1761,155159.48
1762,175664.26
1763,198378.58
1764,110011.92
1765,182346.49
1766,185724.13
1767,213433.63
1768,140906.33
1769,159245.6
1770,158624.77
1771,129830.3
1772,134264.46
1773,117552.94
1774,146100.64
1775,138664.8
1776,136445.05
1777,106674.6
1778,144281.61
1779,120792.07
1780,182668.75
1781,121838.16
1782,71450.92
1783,140359.9
1784,96744.24
1785,138815.82
1786,151928.21
1787,173986.76
1788,44822.84
1789,99807.69
1790,46219.47
1791,208513.49
1792,161061.4
1793,128948.6
1794,174559.87
1795,131581.01
1796,145275.51
1797,139876.62
1798,130319.85
1799,104684.35
1800,137032.1
1801,117686.34
1802,150692.91
1803,162718.4
1804,122985.14
1805,142245.88
1806,128709.36
1807,158690.15
1808,125317.02
1809,119635.12
1810,146013.94
1811,97446.67
1812,100773.73
1813,120745.72
1814,88856.91
1815,33975.32
1816,97520.95
1817,113927.33
1818,179724.96
1819,138202.17
1820,43336.87
1821,131706.2
1822,155276.85
1823,43047.35
1824,150242.1
1825,147576.96
1826,98768.02
1827,105960.4
1828,132629.88
1829,149519.2
1830,146332.14
1831,159487.3
1832,78951.64
1833,151672.38
1834,118538.1
1835,116168.42
1836,129974.11
1837,79705.14
1838,115704.06
1839,105012.57
1840,150638.57
1841,124908.44
1842,83389.46
1843,128098.14
1844,143577.79
1845,158992.43
1846,151931.53
1847,189980.91
1848,25354.75
1849,122037.22
1850,114591.62
1851,146046.29
1852,122362.85
1853,116327.15
1854,168829.96
1855,153241.24
1856,226643.32
1857,139556.14
1858,157946.94
1859,115784.52
1860,142038.18
1861,117671.18
1862,294804.57
1863,293434.17
1864,293447.12
1865,349491.84
1866,351556.05
1867,228188.64
1868,295222.5
1869,209215.17
1870,220293.65
1871,270902.92
1872,181760.41
1873,231246.37
1874,151416.49
1875,200019.33
1876,190333.35
1877,203420.08
1878,209036.15
1879,116771.32
1880,128496.26
1881,242019.14
1882,245588.0
1883,195880.35
1884,205882.97
1885,247071.06
1886,293367.96
1887,218746.4
1888,256635.41
1889,172695.32
1890,107165.67
1891,145964.67
1892,87620.27
1893,132821.25
1894,114497.56
1895,133358.99
1896,120541.29
1897,102530.9
1898,116471.57
1899,161216.84
1900,165752.08
1901,162020.58
1902,159208.28
1903,226095.48
1904,165157.55
1905,195879.02
1906,150296.54
1907,217431.13
1908,114079.15
1909,146699.78
1910,125959.55
1911,224886.7
1912,295859.74
1913,173043.7
1914,64464.99
1915,323680.38
1916,26179.47
1917,242784.47
1918,139101.57
1919,168275.25
1920,160952.02
1921,375908.69
1922,340835.57
1923,221555.85
1924,219613.95
1925,218796.6
1926,375353.7
1927,125853.74
1928,152738.91
1929,115538.46
1930,136790.47
1931,131504.49
1932,133231.1
1933,191506.09
1934,173272.17
1935,163212.73
1936,199765.93
1937,172976.72
1938,172981.04
1939,254165.6
1940,202344.97
1941,171398.05
1942,175284.08
1943,225537.16
1944,359214.06
1945,378914.96
1946,145701.87
1947,332389.65
1948,164257.28
1949,241005.09
1950,193583.65
1951,241115.01
1952,204896.11
1953,175057.97
1954,189248.35
1955,129894.87
1956,271811.49
1957,148189.31
1958,272276.44
1959,141453.09
1960,96552.69
1961,123423.24
1962,95076.8
1963,110424.75
1964,101006.02
1965,141642.37
1966,134569.33
1967,297883.03
1968,408122.83
1969,388500.13
1970,404582.56
1971,453579.27
1972,363201.15
1973,295005.09
1974,340168.79
1975,459186.41
1976,276357.22
1977,364117.93
1978,348582.84
1979,306941.56
1980,199217.82
1981,338230.92
1982,218148.14
1983,205911.97
1984,188777.41
1985,234277.03
1986,213575.29
1987,201303.7
1988,179992.14
1989,199704.92
1990,215941.53
1991,219913.44
1992,226349.23
1993,183360.01
1994,236182.76
1995,184548.21
1996,294477.49
1997,341709.83
1998,300539.46
1999,301440.33
2000,315902.3
2001,281983.0
2002,255809.4
2003,247641.98
2004,273028.77
2005,250617.15
2006,212892.91
2007,248418.02
2008,213082.06
2009,204267.68
2010,204473.37
2011,149964.06
2012,186571.59
2013,172419.55
2014,180873.65
2015,200970.84
2016,195588.65
2017,196641.05
2018,124421.06
2019,137686.64
2020,101484.36
2021,107580.14
2022,180496.06
2023,138618.48
2024,299942.84
2025,358739.15
2026,168845.01
2027,155175.86
2028,167134.74
2029,161653.79
2030,260100.9
2031,243185.13
2032,268727.15
2033,251672.4
2034,175166.12
2035,218164.97
2036,202526.64
2037,204576.55
2038,316468.62
2039,231597.23
2040,317212.05
2041,295200.36
2042,215094.89
2043,176153.87
2044,188162.95
2045,197814.3
2046,136932.32
2047,145632.59
2048,145920.0
2049,137197.47
2050,173366.08
2051,113529.15
2052,131951.88
2053,144467.75
2054,75704.43
2055,155670.34
2056,152870.54
2057,110469.98
2058,212181.85
2059,127225.85
2060,171616.93
2061,183436.07
2062,122497.43
2063,111679.95
2064,123239.15
2065,118591.98
2066,171318.6
2067,131342.12
2068,141384.27
2069,78951.64
2070,107215.25
2071,91759.91
2072,142056.28
2073,132638.86
2074,155082.35
2075,160585.39
2076,122036.48
2077,153515.72
2078,122914.62
2079,136995.4
2080,121167.65
2081,123147.61
2082,139241.98
2083,148221.27
2084,99041.25
2085,115165.04
2086,147011.53
2087,132797.25
2088,96375.04
2089,76187.82
2090,130022.62
2091,81814.8
2092,130761.28
2093,150502.42
2094,109821.99
2095,127009.13
2096,88198.7
2097,93592.5
2098,147211.05
2099,36067.04
2100,72772.05
2101,106301.89
2102,147028.83
2103,89663.5
2104,148293.87
2105,136361.2
2106,27666.95
2107,208892.81
2108,120309.26
2109,103066.01
2110,120983.82
2111,161601.03
2112,133810.55
2113,123704.32
2114,130394.74
2115,160672.19
2116,118453.82
2117,145849.53
2118,123381.83
2119,112860.86
2120,122006.8
2121,104357.7
2122,108893.94
2123,88993.73
2124,181564.24
2125,146273.33
2126,158149.12
2127,170906.33
2128,149026.05
2129,89675.94
2130,143781.98
2131,151578.88
2132,103980.23
2133,129927.93
2134,116640.94
2135,103433.65
2136,43118.82
2137,123966.35
2138,145015.08
2139,148518.89
2140,142147.26
2141,169481.09
2142,128026.72
2143,141417.61
2144,118508.36
2145,146148.37
2146,187781.1
2147,152852.1
2148,138642.33
2149,155185.65
2150,229743.76
2151,128429.23
2152,171606.22
2153,195547.5
2154,91318.69
2155,142405.59
2156,255909.39
2157,224087.4
2158,235338.83
2159,230507.63
2160,181353.89
2161,238136.94
2162,368246.12
2163,345860.24
2164,249454.41
2165,198660.84
2166,159395.7
2167,222653.14
2168,187185.04
2169,194331.92
2170,214365.32
2171,158165.59
2172,134847.2
2173,163727.05
2174,222481.06
2175,261614.88
2176,304480.02
2177,235786.73
2178,217713.73
2179,143255.32
2180,227387.45
2181,196962.28
2182,216662.8
2183,195772.55
2184,130623.03
2185,141575.5
2186,145491.9
2187,158894.99
2188,159189.52
2189,324094.14
2190,60843.62
2191,53043.93
2192,75085.55
2193,110629.48
2194,96380.21
2195,82098.44
2196,120550.42
2197,97766.46
2198,159254.9
2199,176810.79
2200,147561.9
2201,151687.55
2202,195575.76
2203,155886.7
2204,169127.35
2205,130111.76
2206,155604.36
2207,216222.59
2208,239288.0
2209,214557.72
2210,116868.12
2211,121904.66
2212,125818.5
2213,104024.93
2214,161012.55
2215,99996.4
2216,149690.05
2217,63561.48
2218,89234.77
2219,70455.83
2220,43997.96
2221,324401.49
2222,307101.06
2223,284179.24
2224,218564.49
2225,129078.45
2226,180516.38
2227,202152.57
2228,296429.71
2229,236667.22
2230,153877.79
2231,209062.21
2232,175948.59
2233,180827.05
2234,258629.68
2235,243538.55
2236,250471.58
2237,304843.33
2238,210648.19
2239,122000.23
2240,172362.74
2241,143666.25
2242,127407.41
2243,131783.95
2244,107278.13
2245,116681.18
2246,142570.91
2247,118416.08
2248,123133.85
2249,116478.22
2250,125864.56
2251,110687.3
2252,176380.31
2253,164757.14
2254,172491.0
2255,193469.95
2256,178758.38
2257,209645.54
2258,155839.89
2259,171627.46
2260,144775.6
2261,221789.55
2262,232768.77
2263,360412.07
2264,404167.37
2265,179272.77
2266,306608.5
2267,366649.5
2268,410047.18
2269,160115.36
2270,190018.85
2271,203881.39
2272,209980.32
2273,154735.77
2274,174627.87
2275,154270.92
2276,193422.96
2277,188776.27
2278,153719.84
2279,120811.5
2280,107479.47
2281,162466.7
2282,168194.8
2283,114864.24
2284,132267.16
2285,131544.63
2286,117803.61
2287,380684.77
2288,292234.16
2289,321041.3
2290,417151.4
2291,343533.86
2292,412836.68
2293,429213.88
2294,384388.7
2295,424649.21
2296,261718.31
2297,363870.38
2298,370976.52
2299,351768.28
2300,325584.02
2301,326314.74
2302,255911.93
2303,250852.05
2304,245337.92
2305,199537.72
2306,200561.01
2307,212493.49
2308,221269.43
2309,306826.91
2310,204895.79
2311,216601.99
2312,181233.78
2313,178432.34
2314,176174.55
2315,178710.91
2316,204126.32
2317,191944.74
2318,178852.53
2319,182293.34
2320,178251.41
2321,249915.55
2322,189699.58
2323,204298.12
2324,198200.55
2325,207458.62
2326,190521.07
2327,204448.64
2328,222945.97
2329,187266.77
2330,182557.76
2331,328672.72
2332,394818.9
2333,315571.0
2334,274134.84
2335,306957.11
2336,307811.49
2337,202419.54
2338,246092.68
2339,229418.29
2340,374573.4
2341,214133.89
2342,237263.75
2343,227263.46
2344,233521.29
2345,231575.26
2346,208206.49
2347,197967.78
2348,236643.99
2349,181293.31
2350,313646.35
2351,266171.79
2352,243991.85
2353,252282.32
2354,140085.21
2355,157065.48
2356,163258.19
2357,195563.23
2358,194167.45
2359,123093.76
2360,116910.46
2361,144659.08
2362,251642.32
2363,157483.19
2364,185154.67
2365,214489.53
2366,183165.28
2367,205171.65
2368,217615.28
2369,201139.3
2370,160130.46
2371,154887.59
2372,199251.81
2373,294305.96
2374,307512.43
2375,249119.64
2376,286806.47
2377,326834.12
2378,151200.78
2379,225865.61
2380,154527.63
2381,170574.55
2382,216328.5
2383,194898.16
2384,233243.66
2385,167830.24
2386,130245.96
2387,131921.59
2388,105024.1
2389,120612.97
2390,146144.07
2391,127283.71
2392,117316.42
2393,164346.59
2394,139852.54
2395,206627.97
2396,141152.29
2397,209367.03
2398,121605.88
2399,58120.11
2400,59409.76
2401,123083.49
2402,139613.77
2403,135267.9
2404,139193.73
2405,166564.56
2406,134899.21
2407,122302.24
2408,153219.09
2409,110559.12
2410,185551.06
2411,109817.69
2412,157012.04
2413,127917.19
2414,162014.21
2415,130955.72
2416,129440.27
2417,130603.12
2418,128961.59
2419,125284.81
2420,118036.91
2421,133821.22
2422,108873.81
2423,113934.01
2424,153065.25
2425,213879.6
2426,125960.97
2427,125246.05
2428,184503.17
2429,102694.61
2430,134526.5
2431,105389.32
2432,151548.4
2433,153618.94
2434,149422.22
2435,161925.57
2436,123657.67
2437,104580.11
2438,114157.55
2439,105105.86
2440,127636.07
2441,103367.68
2442,95506.28
2443,140282.17
2444,109453.34
2445,81631.42
2446,134016.5
2447,200720.94
2448,148410.86
2449,114000.81
2450,151781.85
2451,122034.32
2452,197261.56
2453,98564.11
2454,106853.68
2455,117451.07
2456,150587.38
2457,126944.72
2458,139514.37
2459,114022.19
2460,157206.07
2461,141981.15
2462,132059.3
2463,136349.57
2464,180216.14
2465,135978.8
2466,124618.32
2467,150161.31
2468,80367.75
2469,76611.13
2470,206977.88
2471,220415.69
2472,166549.11
2473,116149.95
2474,80688.52
2475,216607.42
2476,102424.4
2477,114262.59
2478,141718.73
2479,106867.67
2480,156513.84
2481,129384.74
2482,124921.0
2483,104421.1
2484,127614.38
2485,132846.95
2486,150679.3
2487,201156.95
2488,162762.56
2489,157534.4
2490,143305.9
2491,104877.87
2492,187405.13
2493,159266.17
2494,144195.73
2495,89145.87
2496,232739.35
2497,155538.19
2498,108086.93
2499,75841.02
2500,104812.78
2501,144163.13
2502,146251.31
2503,94796.34
2504,168959.18
2505,224948.68
2506,245456.49
2507,270457.64
2508,245594.74
2509,217065.15
2510,209990.36
2511,183596.96
2512,229012.71
2513,220160.41
2514,274739.92
2515,140619.8
2516,173521.7
2517,146977.52
2518,150634.96
2519,237286.23
2520,209694.6
2521,195370.06
2522,217732.74
2523,115354.94
2524,129968.61
2525,130415.88
2526,139056.23
2527,118948.19
2528,125015.48
2529,152081.9
2530,126872.53
2531,260258.71
2532,222652.65
2533,202013.82
2534,248890.61
2535,271889.48
2536,227047.46
2537,237494.45
2538,185103.44
2539,197669.28
2540,178541.89
2541,188675.78
2542,170268.08
2543,135563.63
2544,104710.04
2545,136316.99
2546,125565.71
2547,148475.21
2548,162215.01
2549,152913.61
2550,610058.92
2551,155905.58
2552,132889.94
2553,50617.48
2554,81925.14
2555,95438.32
2556,80888.78
2557,109094.36
2558,187072.38
2559,138152.08
2560,150214.67
2561,150602.27
2562,151449.11
2563,148500.67
2564,203330.21
2565,157428.48
2566,151918.62
2567,129150.57
2568,193854.06
2569,201499.08
2570,122057.42
2571,185464.89
2572,170299.47
2573,211238.77
2574,284313.78
2575,138201.58
2576,125961.23
2577,151640.75
2578,80627.35
2579,30243.54
2580,108535.98
2581,135334.68
2582,132856.4
2583,281536.18
2584,157722.34
2585,181543.78
2586,211638.02
2587,191783.12
2588,140614.86
2589,149122.05
2590,205115.03
2591,258017.93
2592,212332.03
2593,254379.32
2594,177741.04
2595,221644.87
2596,286283.0
2597,203995.91
2598,280054.27
2599,354826.82
2600,175607.92
2601,155378.37
2602,73111.72
2603,94190.46
2604,78970.74
2605,74500.21
2606,131144.83
2607,227304.88
2608,195658.11
2609,167468.95
2610,101855.53
2611,135433.1
2612,153487.03
2613,127329.22
2614,114315.33
2615,157860.24
2616,160601.12
2617,191822.66
2618,239353.63
2619,208842.99
2620,183462.07
2621,170425.81
2622,180853.16
2623,230863.3
2624,267735.42
2625,274951.89
2626,162732.5
2627,169978.96
2628,419066.57
2629,460169.09
2630,357234.08
2631,419938.85
2632,385268.9
2633,305788.72
2634,405369.18
2635,151370.92
2636,180244.48
2637,220425.34
2638,257289.13
2639,178728.77
2640,148267.0
2641,93895.65
2642,172194.18
2643,117538.17
2644,117670.97
2645,112002.23
2646,95336.09
2647,111733.22
2648,140236.49
2649,161596.57
2650,132295.14
2651,133198.57
2652,374350.47
2653,252947.74
2654,275993.18
2655,401189.48
2656,327850.54
2657,347338.8
2658,325147.76
2659,334400.43
2660,347450.55
2661,350236.31
2662,381314.17
2663,271565.29
2664,300550.66
2665,324588.95
2666,294111.56
2667,177907.42
2668,188052.19
2669,184490.65
2670,265604.46
2671,189575.31
2672,189069.17
2673,197672.6
2674,203086.02
2675,180934.53
2676,201524.94
2677,195767.2
2678,246431.88
2679,274702.83
2680,291148.82
2681,406133.04
2682,320466.95
2683,478529.39
2684,330993.06
2685,321550.43
2686,244221.36
2687,283214.94
2688,214742.05
2689,201613.87
2690,363335.41
2691,195379.8
2692,146561.68
2693,198475.66
2694,145260.17
2695,200456.16
2696,189459.41
2697,184826.2
2698,210413.28
2699,164667.35
2700,144474.1
2701,158303.75
2702,123877.56
2703,153103.43
2704,138066.04
2705,110193.5
2706,104653.95
2707,132521.72
2708,119312.89
2709,104711.13
2710,130618.86
2711,284385.27
2712,389665.99
2713,168211.73
2714,151011.46
2715,164502.15
2716,147992.09
2717,202046.25
2718,224561.0
2719,136070.32
2720,193537.7
2721,135913.04
2722,176455.91
2723,159478.27
2724,138760.66
2725,125645.82
2726,135330.35
2727,183657.26
2728,177777.12
2729,140801.96
2730,143270.26
2731,129721.22
2732,138300.07
2733,159112.38
2734,150485.76
2735,134381.07
2736,133116.6
